TimeGenerated [UTC],OperationName,CorrelationId,Region,IsRequestSuccess,Category,TotalTime,CallerIpAddress,Method,Url,ClientProtocol,ResponseCode,BackendMethod,BackendUrl,BackendResponseCode,BackendProtocol,RequestSize,ResponseSize,Cache,BackendTime
"7/30/2024, 4:44:59.049 PM",Microsoft.ApiManagement/GatewayLogs,880ed3f1-05cd-4bfb-a31b-1140092468a0,East US,TRUE,GatewayLogs,956,68.227.33.184,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/8d1d17a9-1abe-20dc-cdd2-a0491b37b3f3/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/8d1d17a9-1abe-20dc-cdd2-a0491b37b3f3/requests,204,HTTP/1.1,689,157,none,885
"7/30/2024, 4:45:01.554 PM",Microsoft.ApiManagement/GatewayLogs,c1883ae4-644b-4f5f-9f4f-a5e07bca5caf,East US,FALSE,GatewayLogs,403,72.171.11.36,PUT,https://c2e-prod-devices.azure-api.net/iep/V2/devices/d4dea11c-5c6f-f81d-788f-b694e119fe8a,HTTP/1.1,400,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/V2/devices/d4dea11c-5c6f-f81d-788f-b694e119fe8a,400,HTTP/1.1,667,380,none,6
"7/30/2024, 4:45:02.394 PM",Microsoft.ApiManagement/GatewayLogs,c0650293-0c2c-4291-891a-6a8a33082752,East US,TRUE,GatewayLogs,683,24.51.36.202,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/e3d9d403-6978-959c-724c-8e828de4e75f/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/e3d9d403-6978-959c-724c-8e828de4e75f/requests,200,HTTP/1.1,687,2558,none,485
"7/30/2024, 4:45:03.129 PM",Microsoft.ApiManagement/GatewayLogs,1150c714-c692-4ae7-80c1-80fff0e0d271,East US,TRUE,GatewayLogs,104,32.216.141.229,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/bdf4888c-93cb-ba5e-2368-3b7b1732ff43,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/bdf4888c-93cb-ba5e-2368-3b7b1732ff43,201,HTTP/1.1,649,351,none,50
"7/30/2024, 4:45:04.290 PM",Microsoft.ApiManagement/GatewayLogs,a8b87925-fd37-4e50-b489-bcc3478667f3,East US,TRUE,GatewayLogs,172,96.11.127.162,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/19f2aac4-aef2-ccbd-360d-c5decf63eb8f/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/19f2aac4-aef2-ccbd-360d-c5decf63eb8f/requests,200,HTTP/1.1,707,184,none,64
"7/30/2024, 4:45:04.129 PM",Microsoft.ApiManagement/GatewayLogs,98c7627b-8802-408a-bc59-263d64d232e2,East US,TRUE,GatewayLogs,449,72.169.71.188,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/63a464a2-3877-8296-d90c-d093d0ea464e,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/63a464a2-3877-8296-d90c-d093d0ea464e,201,HTTP/1.1,656,363,none,67
"7/30/2024, 4:45:04.476 PM",Microsoft.ApiManagement/GatewayLogs,ed351df6-c96f-41a8-aa65-54251d32673f,East US,TRUE,GatewayLogs,464,35.130.214.53,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/ab9586c6-7c92-5c56-2242-cef65eed0d57/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/ab9586c6-7c92-5c56-2242-cef65eed0d57/requests,204,HTTP/1.1,690,157,none,226
"7/30/2024, 4:45:04.863 PM",Microsoft.ApiManagement/GatewayLogs,5f7e09d0-c4ad-4feb-b3f8-431876df7a9b,East US,TRUE,GatewayLogs,412,156.44.152.251,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/240ea0bc-74b5-841f-ecba-0dd21e55e999/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/240ea0bc-74b5-841f-ecba-0dd21e55e999/requests,204,HTTP/1.1,691,156,none,48
"7/30/2024, 4:45:05.098 PM",Microsoft.ApiManagement/GatewayLogs,cf5e1c90-1ee0-42b5-9a50-ae7366b867b5,East US,TRUE,GatewayLogs,235,108.1.248.43,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/9aa1714a-d17f-e1eb-14de-fbfe0cc64b96/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/9aa1714a-d17f-e1eb-14de-fbfe0cc64b96/requests,204,HTTP/1.1,690,156,none,62
"7/30/2024, 4:45:07.711 PM",Microsoft.ApiManagement/GatewayLogs,bc0fe23c-f376-45d9-8e1a-6da7ad267a91,East US,TRUE,GatewayLogs,136,204.74.204.224,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/82639b80-ee95-16ab-a5d7-9c95c8d27f4e,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/82639b80-ee95-16ab-a5d7-9c95c8d27f4e,201,HTTP/1.1,646,363,none,52
"7/30/2024, 4:45:08.196 PM",Microsoft.ApiManagement/GatewayLogs,c25dc1eb-d389-441d-abb7-8d375682be87,East US,TRUE,GatewayLogs,366,165.225.16.120,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/69074386-4468-bae3-ff54-9cc9198250c4,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/69074386-4468-bae3-ff54-9cc9198250c4,201,HTTP/1.1,652,363,none,55
"7/30/2024, 4:45:08.743 PM",Microsoft.ApiManagement/GatewayLogs,48255191-9376-44b1-8452-a7bd7f1dd6e0,East US,TRUE,GatewayLogs,480,166.137.171.62,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/38c8521a-e6c0-30bc-f5d6-7763fa200fa8/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/38c8521a-e6c0-30bc-f5d6-7763fa200fa8/requests,204,HTTP/1.1,691,156,none,86
"7/30/2024, 4:45:10.305 PM",Microsoft.ApiManagement/GatewayLogs,b6de1ec5-5981-4bc7-819d-020ee4181f65,East US,TRUE,GatewayLogs,172,161.247.128.1,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/301d7335-7c1a-cd03-65b1-925852e85478,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/301d7335-7c1a-cd03-65b1-925852e85478,201,HTTP/1.1,648,351,none,37
"7/30/2024, 4:45:10.337 PM",Microsoft.ApiManagement/GatewayLogs,bb7e2659-a734-4700-84c0-9faa8cb73f86,East US,TRUE,GatewayLogs,214,161.247.128.1,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/ed011f63-42bb-8a4e-1a4d-de1e3a6c3edc,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/ed011f63-42bb-8a4e-1a4d-de1e3a6c3edc,201,HTTP/1.1,648,351,none,44
"7/30/2024, 4:45:12.118 PM",Microsoft.ApiManagement/GatewayLogs,c5ac2acb-1379-425d-ac61-377ddb495473,East US,TRUE,GatewayLogs,334,64.202.140.179,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/d8901e31-f00a-f988-b638-fa492e3766f1,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/d8901e31-f00a-f988-b638-fa492e3766f1,201,HTTP/1.1,656,358,none,45
"7/30/2024, 4:45:12.259 PM",Microsoft.ApiManagement/GatewayLogs,27ba8781-2276-46db-9425-7515dd5bfc9e,East US,TRUE,GatewayLogs,253,50.115.78.158,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/269f909d-5e7b-003e-2251-b0a7b0623ee4/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/269f909d-5e7b-003e-2251-b0a7b0623ee4/requests,200,HTTP/1.1,688,744,none,71
"7/30/2024, 4:45:13.212 PM",Microsoft.ApiManagement/GatewayLogs,57986c91-e436-4c72-bc7c-d976c33d228c,East US,TRUE,GatewayLogs,603,156.44.152.251,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/ea849a1d-7bd3-94dd-4c78-6d83a3841979/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/ea849a1d-7bd3-94dd-4c78-6d83a3841979/requests,204,HTTP/1.1,691,157,none,122
"7/30/2024, 4:45:13.712 PM",Microsoft.ApiManagement/GatewayLogs,f522df4c-4a0d-44d0-8944-4b6ef955f0ab,East US,TRUE,GatewayLogs,263,165.225.16.115,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/ec6233b2-9a0f-63ef-fbc4-559d61e868a0,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/ec6233b2-9a0f-63ef-fbc4-559d61e868a0,201,HTTP/1.1,652,363,none,49
"7/30/2024, 4:45:00.112 PM",Microsoft.ApiManagement/GatewayLogs,841c6078-73f2-4335-bce9-d73cb9cb0460,East US,TRUE,GatewayLogs,14357,63.46.103.33,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/618c546c-7d6b-6e52-a011-35d65d347ec5/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/618c546c-7d6b-6e52-a011-35d65d347ec5/requests,200,HTTP/1.1,687,1847,none,14120
"7/30/2024, 4:45:16.587 PM",Microsoft.ApiManagement/GatewayLogs,70bbdb18-5a49-44eb-9c3f-d6e161de612e,East US,TRUE,GatewayLogs,428,63.41.88.209,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/4b27615c-5e6d-ab5b-8c24-2a0f9d1c9a01/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/4b27615c-5e6d-ab5b-8c24-2a0f9d1c9a01/requests,200,HTTP/1.1,1553,221,none,96
"7/30/2024, 4:45:17.759 PM",Microsoft.ApiManagement/GatewayLogs,e722b12a-c7ca-404f-85a6-124144019196,East US,TRUE,GatewayLogs,198,170.178.236.54,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/d072c924-553e-ac52-ce3e-c3128f73d8ea/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/d072c924-553e-ac52-ce3e-c3128f73d8ea/requests,200,HTTP/1.1,708,184,none,45
"7/30/2024, 4:45:18.525 PM",Microsoft.ApiManagement/GatewayLogs,e4efa248-6171-4116-b753-13c46dc6d208,East US,TRUE,GatewayLogs,117,32.216.141.229,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/a9c1159f-c345-2830-b629-2ab2d21686f9,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/a9c1159f-c345-2830-b629-2ab2d21686f9,201,HTTP/1.1,649,351,none,59
"7/30/2024, 4:45:19.556 PM",Microsoft.ApiManagement/GatewayLogs,a9cb2c21-748f-4a72-8a0f-db4ddb6e7654,East US,TRUE,GatewayLogs,165,67.186.25.126,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/a3c7dde0-6afe-026e-10ee-bc5c94eec789,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/a3c7dde0-6afe-026e-10ee-bc5c94eec789,201,HTTP/1.1,645,363,none,72
"7/30/2024, 4:45:20.462 PM",Microsoft.ApiManagement/GatewayLogs,4f9f0553-4ae7-4b74-850a-d1ac7211c09d,East US,TRUE,GatewayLogs,425,166.137.171.62,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/38c8521a-e6c0-30bc-f5d6-7763fa200fa8/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/38c8521a-e6c0-30bc-f5d6-7763fa200fa8/requests,204,HTTP/1.1,691,156,none,56
"7/30/2024, 4:45:20.509 PM",Microsoft.ApiManagement/GatewayLogs,744dafb3-823b-43a2-8b6c-6069eb80eb4a,East US,TRUE,GatewayLogs,744,76.191.77.31,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/b4d76a8e-914f-a50d-0dbb-f5afdf4d4eb8/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/b4d76a8e-914f-a50d-0dbb-f5afdf4d4eb8/requests,200,HTTP/1.1,2684,222,none,546
"7/30/2024, 4:45:22.541 PM",Microsoft.ApiManagement/GatewayLogs,176715c3-5ac4-43e3-b3c1-4af0fa2d246f,East US,TRUE,GatewayLogs,121,32.216.141.229,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/e043cec2-455f-af7f-0967-942496998438,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/e043cec2-455f-af7f-0967-942496998438,201,HTTP/1.1,649,351,none,68
"7/30/2024, 4:45:23.244 PM",Microsoft.ApiManagement/GatewayLogs,7f39ba90-befa-4827-996f-2709a9ba71b2,East US,TRUE,GatewayLogs,213,76.139.120.76,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/8370a6c3-f54b-9702-6c62-cb87bf6346e5,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/8370a6c3-f54b-9702-6c62-cb87bf6346e5,201,HTTP/1.1,645,363,none,55
"7/30/2024, 4:45:24.447 PM",Microsoft.ApiManagement/GatewayLogs,eaf14ee4-23a2-42e9-a392-0daf6ea24d93,East US,TRUE,GatewayLogs,259,207.195.106.220,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/48ffad99-ce76-980d-6e5a-92af05647399/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/48ffad99-ce76-980d-6e5a-92af05647399/requests,204,HTTP/1.1,690,156,none,49
"7/30/2024, 4:45:26.228 PM",Microsoft.ApiManagement/GatewayLogs,7637dd7d-085d-4eb6-b875-8ea46f619655,East US,TRUE,GatewayLogs,206,161.247.128.1,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/301d7335-7c1a-cd03-65b1-925852e85478,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/301d7335-7c1a-cd03-65b1-925852e85478,201,HTTP/1.1,648,351,none,63
"7/30/2024, 4:45:26.275 PM",Microsoft.ApiManagement/GatewayLogs,05d700b2-6128-4e8c-be01-b50ded22ad23,East US,TRUE,GatewayLogs,211,161.247.128.1,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/adc116ec-0fdd-8289-dc8e-a3e2a94b9d96,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/adc116ec-0fdd-8289-dc8e-a3e2a94b9d96,201,HTTP/1.1,648,351,none,61
"7/30/2024, 4:45:26.400 PM",Microsoft.ApiManagement/GatewayLogs,0ac17dd8-b807-4058-91a3-fdd333166ec0,East US,TRUE,GatewayLogs,203,12.55.138.162,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/a7dbc25d-3d7a-cce6-560c-578950e8e15e/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/a7dbc25d-3d7a-cce6-560c-578950e8e15e/requests,200,HTTP/1.1,689,744,none,66
"7/30/2024, 4:45:26.994 PM",Microsoft.ApiManagement/GatewayLogs,a6512ebe-4ce5-4837-9652-a8e07cf35834,East US,TRUE,GatewayLogs,257,156.44.152.249,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/42795fd2-189d-8294-3e9f-7b7657c23daa/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/42795fd2-189d-8294-3e9f-7b7657c23daa/requests,204,HTTP/1.1,708,156,none,48
"7/30/2024, 4:45:27.478 PM",Microsoft.ApiManagement/GatewayLogs,d8982624-7fc9-48f0-8399-b6ee7ce0a478,East US,TRUE,GatewayLogs,474,156.44.152.243,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/d4bbb9c3-44db-ef96-1241-1499dee2c0b3/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/d4bbb9c3-44db-ef96-1241-1499dee2c0b3/requests,204,HTTP/1.1,691,156,none,52
"7/30/2024, 4:45:29.416 PM",Microsoft.ApiManagement/GatewayLogs,9fc3dc00-ae34-46f7-b6b6-e501c53c795b,East US,TRUE,GatewayLogs,489,174.212.243.11,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/0a710c9e-013e-8ab5-9d10-d3d55705bbae/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/0a710c9e-013e-8ab5-9d10-d3d55705bbae/requests,200,HTTP/1.1,690,744,none,86
"7/30/2024, 4:45:30.228 PM",Microsoft.ApiManagement/GatewayLogs,ab3dbfe1-026d-4c97-9a30-a68b645a3e58,East US,TRUE,GatewayLogs,45,173.163.125.57,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/0a001cce-0227-f1ff-0000-189ba5160892,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/0a001cce-0227-f1ff-0000-189ba5160892,201,HTTP/1.1,664,354,none,44
"7/30/2024, 4:45:31.556 PM",Microsoft.ApiManagement/GatewayLogs,152a1ed6-5924-4269-abee-0256665a2f15,East US,FALSE,GatewayLogs,430,72.171.11.36,PUT,https://c2e-prod-devices.azure-api.net/iep/V2/devices/882e01f2-3361-d81c-f9b4-7c521e926021,HTTP/1.1,400,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/V2/devices/882e01f2-3361-d81c-f9b4-7c521e926021,400,HTTP/1.1,667,380,none,26
"7/30/2024, 4:45:32.150 PM",Microsoft.ApiManagement/GatewayLogs,d751c3bf-4039-4afc-8435-5163b45de107,East US,FALSE,GatewayLogs,280,165.225.206.236,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/ff4490e2-f818-2571-5238-3d96ddc31a30,HTTP/1.1,403,,,,,,105,none,
"7/30/2024, 4:45:32.978 PM",Microsoft.ApiManagement/GatewayLogs,47ae0ab7-fda9-4ece-bb95-4717cf538937,East US,TRUE,GatewayLogs,975,156.44.152.249,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/3a6230b9-38c0-74bb-d857-e002b5b4a73e/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/3a6230b9-38c0-74bb-d857-e002b5b4a73e/requests,204,HTTP/1.1,691,156,none,51
"7/30/2024, 4:45:33.838 PM",Microsoft.ApiManagement/GatewayLogs,518237eb-27db-4bb4-864d-5e8b1b7edef0,East US,TRUE,GatewayLogs,138,32.216.141.229,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/1d19b542-1c10-4cc6-a39d-bec26c200ea3,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/1d19b542-1c10-4cc6-a39d-bec26c200ea3,201,HTTP/1.1,666,365,none,55
"7/30/2024, 4:45:33.884 PM",Microsoft.ApiManagement/GatewayLogs,0f5855b9-2b70-4797-8e39-93028daa6481,East US,TRUE,GatewayLogs,196,71.8.203.74,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/8f012566-bbf9-7751-79c8-ff6380d614b0/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/8f012566-bbf9-7751-79c8-ff6380d614b0/requests,200,HTTP/1.1,1054,189,none,40
"7/30/2024, 4:45:34.400 PM",Microsoft.ApiManagement/GatewayLogs,e3b27504-db27-4bb1-8c96-8ef822184a04,East US,TRUE,GatewayLogs,475,174.212.242.41,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/7f7488d0-0f6c-b6c5-b2fd-3e5dd0827c3e/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/7f7488d0-0f6c-b6c5-b2fd-3e5dd0827c3e/requests,200,HTTP/1.1,690,744,none,91
"7/30/2024, 4:45:36.322 PM",Microsoft.ApiManagement/GatewayLogs,7c14be45-a434-4d50-987c-d4fb4234358e,East US,TRUE,GatewayLogs,366,64.147.37.216,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/b496dae4-15b1-1508-70c0-91987638153a/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/b496dae4-15b1-1508-70c0-91987638153a/requests,200,HTTP/1.1,1012,190,none,166
"7/30/2024, 4:45:37.931 PM",Microsoft.ApiManagement/GatewayLogs,3bbc6d4f-c19f-49d2-9370-ebef89117085,East US,TRUE,GatewayLogs,205,24.206.51.146,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/36601336-020b-0adf-0b6e-91c0178bd29c,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/36601336-020b-0adf-0b6e-91c0178bd29c,201,HTTP/1.1,648,351,none,69
"7/30/2024, 4:45:40.354 PM",Microsoft.ApiManagement/GatewayLogs,9082626b-53c3-4110-952d-ced695290acd,East US,TRUE,GatewayLogs,278,12.184.3.34,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/db4a6193-ae7f-d077-45cf-a8e1c57e23ed/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/db4a6193-ae7f-d077-45cf-a8e1c57e23ed/requests,200,HTTP/1.1,686,1498,none,139
"7/30/2024, 4:45:42.182 PM",Microsoft.ApiManagement/GatewayLogs,d0f010c4-6b04-453f-9c16-ca19fdfd9328,East US,TRUE,GatewayLogs,351,173.162.118.85,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/89e65cf2-42c0-a71a-784a-96e7b8f1e30b/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/89e65cf2-42c0-a71a-784a-96e7b8f1e30b/requests,204,HTTP/1.1,692,157,none,218
"7/30/2024, 4:45:42.354 PM",Microsoft.ApiManagement/GatewayLogs,024b54d1-d8bb-452a-abef-2a4a31f58c25,East US,TRUE,GatewayLogs,578,156.44.152.235,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/84ac6655-d0fc-83e3-bff8-0372807247e4/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/84ac6655-d0fc-83e3-bff8-0372807247e4/requests,204,HTTP/1.1,708,157,none,179
"7/30/2024, 4:45:42.589 PM",Microsoft.ApiManagement/GatewayLogs,2d94921c-d979-43ab-ade6-817136c9f5a3,East US,TRUE,GatewayLogs,507,156.44.152.249,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/53cf7cd8-bdc5-fabc-3fa6-3a4d9dfc0d53/requests,HTTP/1.1,204,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/53cf7cd8-bdc5-fabc-3fa6-3a4d9dfc0d53/requests,204,HTTP/1.1,691,157,none,163
"7/30/2024, 4:45:42.917 PM",Microsoft.ApiManagement/GatewayLogs,6b4f6968-35db-4e1d-8f05-b26ef16b4d64,East US,TRUE,GatewayLogs,201,199.59.33.253,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/20f265a3-6e88-96fe-25e2-48d2d0746523,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/20f265a3-6e88-96fe-25e2-48d2d0746523,201,HTTP/1.1,658,363,none,69
"7/30/2024, 4:45:44.917 PM",Microsoft.ApiManagement/GatewayLogs,58746f55-7828-40e4-8ecb-d0a9b1fcabc3,East US,TRUE,GatewayLogs,202,199.59.33.247,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/7bf9c7cf-5c8d-31c1-b6d1-9b3b4598a5fa,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/7bf9c7cf-5c8d-31c1-b6d1-9b3b4598a5fa,201,HTTP/1.1,658,363,none,50
"7/30/2024, 4:45:46.073 PM",Microsoft.ApiManagement/GatewayLogs,34e254c8-6ceb-4446-b8f3-ee1bb210af31,East US,TRUE,GatewayLogs,248,166.193.40.235,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/24e682db-73f1-3ade-7d37-39af4e249bed/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/24e682db-73f1-3ade-7d37-39af4e249bed/requests,200,HTTP/1.1,1009,189,none,40
"7/30/2024, 4:45:47.370 PM",Microsoft.ApiManagement/GatewayLogs,ce9b4c0c-c92c-411d-aab2-52d3717b87eb,East US,TRUE,GatewayLogs,436,166.193.40.234,POST,https://c2e-prod-devices.azure-api.net/v1/doverfs.com/gds/stamp/v1/tenent/devices/4c89c8d5-1cb7-52ea-d2d7-139aa3e52ceb/requests,HTTP/1.1,200,POST,https://api.dfsdx.com/v1/doverfs.com/gds/stamp/v1/tenent/devices/4c89c8d5-1cb7-52ea-d2d7-139aa3e52ceb/requests,200,HTTP/1.1,1009,189,none,51
"7/30/2024, 4:45:47.613 PM",Microsoft.ApiManagement/GatewayLogs,74353f23-acaa-488d-943e-4a36516b5e3a,East US,TRUE,GatewayLogs,306,96.71.225.97,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/c7882175-7e9a-3c1d-7bad-7a9c01b9faf8,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/c7882175-7e9a-3c1d-7bad-7a9c01b9faf8,201,HTTP/1.1,644,363,none,60
"7/30/2024, 4:45:48.708 PM",Microsoft.ApiManagement/GatewayLogs,28606946-355d-4858-a1a3-2eabddf176ce,East US,TRUE,GatewayLogs,280,165.225.16.81,PUT,https://c2e-prod-devices.azure-api.net/iep/devices/bcd532ae-e342-1780-7516-c729ec20dad6,HTTP/1.1,201,PUT,https://c2e-prod-funcapp-iep.azurewebsites.net/api/devices/bcd532ae-e342-1780-7516-c729ec20dad6,201,HTTP/1.1,651,363,none,55
